#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version:
#C file write time: 2020-03-27 14:45:39
#
1940 #_styr
2022 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
2 #_Nsexes
40 #_Nages
1 #_N_areas
9 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	Trawl           	#_1
1	-1	1	1	0	NonTRWL         	#_2
1	-1	1	1	0	Recreational    	#_3
3	 1	1	1	0	Tagging         	#_4
3	 1	1	1	0	Nearshore_survey	#_5
3	 1	1	1	0	OCNMS           	#_6
33   1  1   1   0   OCNMS_YOY           #_7
3    1  1   1   0   Private_Boat        #_8
3    1  1   1   0   Charter             #_8

#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	     1e-20	0.01	#_1         
 1940	1	1	   5.35338	0.01	#_2         
 1941	1	1	   11.4031	0.01	#_3         
 1942	1	1	   22.1834	0.01	#_4         
 1943	1	1	   67.0207	0.01	#_5         
 1944	1	1	    104.64	0.01	#_6         
 1945	1	1	   156.431	0.01	#_7         
 1946	1	1	   89.2952	0.01	#_8         
 1947	1	1	   74.4251	0.01	#_9         
 1948	1	1	    51.325	0.01	#_10        
 1949	1	1	   41.1582	0.01	#_11        
 1950	1	1	    47.903	0.01	#_12        
 1951	1	1	   40.5979	0.01	#_13        
 1952	1	1	   167.382	0.01	#_14        
 1953	1	1	   35.8339	0.01	#_15        
 1954	1	1	   40.0991	0.01	#_16        
 1955	1	1	   44.9763	0.01	#_17        
 1956	1	1	   75.7356	0.01	#_18        
 1957	1	1	   75.7022	0.01	#_19        
 1958	1	1	   115.125	0.01	#_20        
 1959	1	1	   100.817	0.01	#_21        
 1960	1	1	   113.938	0.01	#_22        
 1961	1	1	    111.92	0.01	#_23        
 1962	1	1	   68.0072	0.01	#_24        
 1963	1	1	   38.8355	0.01	#_25        
 1964	1	1	   40.9224	0.01	#_26        
 1965	1	1	   23.3531	0.01	#_27        
 1966	1	1	   42.1351	0.01	#_28        
 1967	1	1	   40.0008	0.01	#_29        
 1968	1	1	   31.2281	0.01	#_30        
 1969	1	1	    30.072	0.01	#_31        
 1970	1	1	   24.5774	0.01	#_32        
 1971	1	1	   19.6959	0.01	#_33        
 1972	1	1	    30.752	0.01	#_34        
 1973	1	1	   27.2702	0.01	#_35        
 1974	1	1	   24.4955	0.01	#_36        
 1975	1	1	   28.8479	0.01	#_37        
 1976	1	1	   168.483	0.01	#_38        
 1977	1	1	   107.257	0.01	#_39        
 1978	1	1	   89.6843	0.01	#_40        
 1979	1	1	   83.5899	0.01	#_41        
 1980	1	1	   196.166	0.01	#_42        
 1981	1	1	    382.17	0.01	#_43        
 1982	1	1	    258.72	0.01	#_44        
 1983	1	1	    194.83	0.01	#_45        
 1984	1	1	   116.063	0.01	#_46        
 1985	1	1	    119.52	0.01	#_47        
 1986	1	1	   109.519	0.01	#_48        
 1987	1	1	   49.5646	0.01	#_49        
 1988	1	1	   3.26181	0.01	#_50        
 1989	1	1	   17.5434	0.01	#_51        
 1990	1	1	   10.7866	0.01	#_52        
 1991	1	1	   36.9756	0.01	#_53        
 1992	1	1	   62.4954	0.01	#_54        
 1993	1	1	   2.79097	0.01	#_55        
 1994	1	1	   13.9465	0.01	#_56        
 1995	1	1	   4.90843	0.01	#_57        
 1996	1	1	   7.15192	0.01	#_58        
 1997	1	1	   17.9581	0.01	#_59        
 1998	1	1	   30.5357	0.01	#_60        
 1999	1	1	  0.705386	0.01	#_61        
 2000	1	1	  0.659873	0.01	#_62        
 2001	1	1	  0.201308	0.01	#_63        
 2002	1	1	  0.752738	0.01	#_64        
 2003	1	1	  0.423219	0.01	#_65        
 2004	1	1	    1.4366	0.01	#_66        
 2005	1	1	  0.344135	0.01	#_67        
 2006	1	1	   4.15993	0.01	#_68        
 2007	1	1	    4.3691	0.01	#_69        
 2008	1	1	   0.19359	0.01	#_70        
 2009	1	1	  0.279033	0.01	#_71        
 2010	1	1	   0.32112	0.01	#_72        
 2011	1	1	  0.719398	0.01	#_73        
 2012	1	1	  0.727823	0.01	#_74        
 2013	1	1	  0.075136	0.01	#_75        
 2014	1	1	  0.994511	0.01	#_76        
 2015	1	1	  0.952906	0.01	#_77        
 2016	1	1	  0.501125	0.01	#_78        
 2017	1	1	  0.237176	0.01	#_79        
 2018	1	1	 0.0277546	0.01	#_80        
 2019	1	1	0.00948914	0.01	#_81        
 2020	1	1	 0.0512353	0.01	#_82        
 2021	1	1	0.00500811	0.01	#_83        
 2022	1	1	0.00317515	0.01	#_84        
 -999	1	2	     1e-20	0.01	#_85        
 1940	1	2	         0	0.01	#_86        
 1941	1	2	   1.39333	0.01	#_87        
 1942	1	2	   0.26186	0.01	#_88        
 1943	1	2	   11.0165	0.01	#_89        
 1944	1	2	 0.0805121	0.01	#_90        
 1945	1	2	   24.0583	0.01	#_91        
 1946	1	2	 0.0898921	0.01	#_92        
 1947	1	2	         0	0.01	#_93        
 1948	1	2	         0	0.01	#_94        
 1949	1	2	         0	0.01	#_95        
 1950	1	2	   2.81519	0.01	#_96        
 1951	1	2	   2.20236	0.01	#_97        
 1952	1	2	   2.29521	0.01	#_98        
 1953	1	2	   1.20715	0.01	#_99        
 1954	1	2	   2.68543	0.01	#_100       
 1955	1	2	   1.11427	0.01	#_101       
 1956	1	2	   1.77605	0.01	#_102       
 1957	1	2	  0.728931	0.01	#_103       
 1958	1	2	   1.63056	0.01	#_104       
