caption,altcaption,label,filename,loc
Summary of the number of samples by year and source used to estimate length-at-age parameters.,NA,len-at-age-samps,Age_data_table.csv,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/tables
